"STATION","DATE","DLY-PRCP-25PCTL","DLY-PRCP-50PCTL","DLY-PRCP-75PCTL","DLY-PRCP-PCTALL-GE001HI","DLY-PRCP-PCTALL-GE010HI","DLY-PRCP-PCTALL-GE050HI","DLY-PRCP-PCTALL-GE100HI","DLY-SNOW-25PCTL","DLY-SNOW-50PCTL","DLY-SNOW-75PCTL","DLY-SNOW-PCTALL-GE001TI","DLY-SNOW-PCTALL-GE010TI","DLY-SNOW-PCTALL-GE030TI","DLY-SNOW-PCTALL-GE050TI","DLY-SNOW-PCTALL-GE100TI","DLY-SNWD-25PCTL","DLY-SNWD-50PCTL","DLY-SNWD-75PCTL","DLY-SNWD-PCTALL-GE001WI","DLY-SNWD-PCTALL-GE003WI","DLY-SNWD-PCTALL-GE005WI","DLY-SNWD-PCTALL-GE010WI","MTD-PRCP-NORMAL","MTD-SNOW-NORMAL","YTD-PRCP-NORMAL","YTD-SNOW-NORMAL"
"USC00415869","01-09","0.04","0.12","0.40","24.1","141","50","24","-6666","-6666","-6666","-5555","0","0","0","0","-6666","-6666","-6666","-5555","0","0","0","0.72","0.0","0.72","0.0"
"USC00415869","01-10","0.04","0.11","0.39","24.0","140","49","24","-6666","-6666","-6666","-5555","0","0","0","0","-6666","-6666","-6666","-5555","0","0","0","0.80","0.0","0.80","0.0"
"USC00415869","01-11","0.04","0.11","0.39","23.9","139","48","23","-6666","-6666","-6666","-5555","0","0","0","0","-6666","-6666","-6666","-5555","0","0","0","0.86","0.0","0.86","0.0"
"USC00415869","01-12","0.04","0.11","0.38","23.7","138","47","22","-6666","-6666","-6666","-5555","0","0","0","0","-6666","-6666","-6666","-5555","0","0","0","0.93","0.0","0.93","0.0"
"USC00415869","01-13","0.04","0.11","0.38","23.7","138","47","21","-6666","-6666","-6666","-5555","0","0","0","0","-6666","-6666","-6666","-5555","0","0","0","1.00","0.0","1.00","0.0"
"USC00415869","01-14","0.04","0.12","0.37","23.6","138","46","21","-6666","-6666","-6666","-5555","-5555","-5555","-5555","0","-6666","-6666","-6666","-5555","0","0","0","1.07","0.0","1.07","0.0"
"USC00415869","01-15","0.04","0.12","0.37","23.5","138","46","21","-6666","-6666","-6666","-5555","-5555","-5555","-5555","0","-6666","-6666","-6666","-5555","0","0","0","1.14","0.0","1.14","0.0"
"USC00415869","01-16","0.04","0.12","0.37","23.5","138","46","20","-6666","-6666","-6666","-5555","-5555","-5555","-5555","0","-6666","-6666","-6666","-5555","0","0","0","1.21","0.0","1.21","0.0"
"USC00415869","01-17","0.04","0.12","0.37","23.5","139","46","20","-6666","-6666","-6666","-5555","-5555","-5555","-5555","0","-6666","-6666","-6666","-5555","0","0","0","1.27","0.0","1.27","0.0"
"USC00415869","01-18","0.04","0.12","0.37","23.5","139","46","20","-6666","-6666","-6666","-5555","-5555","-5555","-5555","0","-6666","-6666","-6666","-5555","0","0","0","1.34","0.0","1.34","0.0"
"USC00415869","01-19","0.04","0.12","0.37","23.5","140","45","19","-6666","-6666","-6666","-5555","-5555","-5555","-5555","0","-6666","-6666","-6666","-5555","0","0","0","1.41","0.0","1.41","0.0"
"USC00415869","01-20","0.04","0.12","0.37","23.5","139","45","19","-6666","-6666","-6666","-5555","-5555","-5555","-5555","0","-6666","-6666","-6666","-5555","0","0","0","1.48","0.0","1.48","0.0"
"USC00415869","01-21","0.04","0.12","0.37","23.5","139","45","19","-6666","-6666","-6666","-5555","-5555","-5555","-5555","0","-6666","-6666","-6666","-5555","0","0","0","1.57","0.0","1.57","0.0"
"USC00415869","01-22","0.04","0.12","0.37","23.5","140","46","19","-6666","-6666","-6666","-5555","-5555","-5555","-5555","0","-6666","-6666","-6666","-5555","0","0","0","1.65","0.0","1.65","0.0"
"USC00415869","01-23","0.04","0.12","0.37","23.5","140","46","19","-6666","-6666","-6666","-5555","-5555","-5555","-5555","0","-6666","-6666","-6666","-5555","0","0","0","1.74","0.1","1.74","0.1"
"USC00415869","01-24","0.04","0.13","0.38","23.5","140","46","19","-6666","-6666","-6666","-5555","-5555","-5555","-5555","0","-6666","-6666","-6666","-5555","0","0","0","1.83","0.1","1.83","0.1"
"USC00415869","01-25","0.04","0.13","0.38","23.5","140","47","19","-6666","-6666","-6666","-5555","-5555","-5555","-5555","0","-6666","-6666","-6666","-5555","0","0","0","1.92","0.1","1.92","0.1"
"USC00415869","01-26","0.04","0.13","0.39","23.5","141","49","19","-6666","-6666","-6666","-5555","-5555","-5555","-5555","0","-6666","-6666","-6666","-5555","0","0","0","2.00","0.1","2.00","0.1"
"USC00415869","01-27","0.04","0.13","0.40","23.6","142","50","20","-6666","-6666","-6666","-5555","-5555","-5555","-5555","0","-6666","-6666","-6666","-5555","0","0","0","2.09","0.1","2.09","0.1"
"USC00415869","01-28","0.04","0.13","0.41","23.7","143","51","21","-6666","-6666","-6666","-5555","-5555","-5555","-5555","0","-6666","-6666","-6666","-5555","0","0","0","2.18","0.1","2.18","0.1"
"USC00415869","01-29","0.04","0.14","0.42","23.7","144","52","21","-6666","-6666","-6666","-5555","-5555","-5555","-5555","0","-6666","-6666","-6666","-5555","0","0","0","2.27","0.1","2.27","0.1"
"USC00415869","01-30","0.04","0.14","0.42","23.8","145","54","22","-6666","-6666","-6666","-5555","-5555","-5555","-5555","0","-6666","-6666","-6666","-5555","0","0","0","2.37","0.2","2.37","0.2"
"USC00415869","01-31","0.05","0.14","0.43","23.8","146","55","22","-6666","-6666","-6666","-5555","-5555","-5555","-5555","0","-6666","-6666","-6666","-5555","0","0","0","2.46","0.2","2.46","0.2"
"USC00413568","01-01",,,,,,,,,,,,,,,,,,,,,,,"0.01",,"0.01",
"USC00413568","01-02",,,,,,,,,,,,,,,,,,,,,,,"0.01",,"0.01",
"USC00413568","01-03",,,,,,,,,,,,,,,,,,,,,,,"0.02",,"0.02",
"USC00413568","01-04",,,,,,,,,,,,,,,,,,,,,,,"0.03",,"0.03",
"USC00413568","01-05",,,,,,,,,,,,,,,,,,,,,,,"0.03",,"0.03",
"USC00413568","01-06",,,,,,,,,,,,,,,,,,,,,,,"0.04",,"0.04",
"USC00413568","01-07",,,,,,,,,,,,,,,,,,,,,,,"0.04",,"0.04",
"USC00413568","01-08",,,,,,,,,,,,,,,,,,,,,,,"0.05",,"0.05",
"USC00413568","01-09",,,,,,,,,,,,,,,,,,,,,,,"0.05",,"0.05",
"USC00413568","01-10",,,,,,,,,,,,,,,,,,,,,,,"0.06",,"0.06",
"USC00413568","01-11",,,,,,,,,,,,,,,,,,,,,,,"0.06",,"0.06",
"USC00413568","01-12",,,,,,,,,,,,,,,,,,,,,,,"0.08",,"0.08",
"USC00413568","01-13",,,,,,,,,,,,,,,,,,,,,,,"0.10",,"0.10",
"USC00413568","01-14",,,,,,,,,,,,,,,,,,,,,,,"0.12",,"0.12",
"USC00413568","01-15",,,,,,,,,,,,,,,,,,,,,,,"0.13",,"0.13",
"USC00413568","01-16",,,,,,,,,,,,,,,,,,,,,,,"0.15",,"0.15",
"USC00413568","01-17",,,,,,,,,,,,,,,,,,,,,,,"0.16",,"0.16",
"USC00413568","01-18",,,,,,,,,,,,,,,,,,,,,,,"0.18",,"0.18",
"USC00413568","01-19",,,,,,,,,,,,,,,,,,,,,,,"0.19",,"0.19",
"USC00413568","01-20",,,,,,,,,,,,,,,,,,,,,,,"0.21",,"0.21",
"USC00413568","01-21",,,,,,,,,,,,,,,,,,,,,,,"0.23",,"0.23",
"USC00413568","01-22",,,,,,,,,,,,,,,,,,,,,,,"0.26",,"0.26",
"USC00413568","01-23",,,,,,,,,,,,,,,,,,,,,,,"0.28",,"0.28",
"USC00413568","01-24",,,,,,,,,,,,,,,,,,,,,,,"0.31",,"0.31",
"USC00413568","01-25",,,,,,,,,,,,,,,,,,,,,,,"0.33",,"0.33",
"USC00413568","01-26",,,,,,,,,,,,,,,,,,,,,,,"0.36",,"0.36",
"USC00413568","01-27",,,,,,,,,,,,,,,,,,,,,,,"0.39",,"0.39",
"USC00413568","01-28",,,,,,,,,,,,,,,,,,,,,,,"0.43",,"0.43",
"USC00413568","01-29",,,,,,,,,,,,,,,,,,,,,,,"0.46",,"0.46",
"USC00413568","01-30",,,,,,,,,,,,,,,,,,,,,,,"0.49",,"0.49",
"USC00413568","01-31",,,,,,,,,,,,,,,,,,,,,,,"0.52",,"0.52",
"USW00003072","01-01",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003072","01-02",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003072","01-03",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003072","01-04",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003072","01-05",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003072","01-06",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003072","01-07",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003072","01-08",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003072","01-09",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003072","01-10",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003072","01-11",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003072","01-12",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003072","01-13",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003072","01-14",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003072","01-15",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003072","01-16",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003072","01-17",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003072","01-18",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003072","01-19",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003072","01-20",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003072","01-21",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003072","01-22",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003072","01-23",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003072","01-24",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003072","01-25",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003072","01-26",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003072","01-27",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003072","01-28",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003072","01-29",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003072","01-30",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003072","01-31",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00413691","01-01","0.03","0.11","0.39","24.4","132","48","12","-6666","-6666","-6666","-5555","-5555","-5555","0","0","-6666","-6666","-6666","-5555","-5555","0","0","0.07","0.0","0.07","0.0"
"USC00413691","01-02","0.03","0.11","0.39","24.4","131","47","12",,,,"0","0","0","0","0","-6666","-6666","-6666","-5555","-5555","0","0","0.13","0.0","0.13","0.0"
"USC00413691","01-03","0.03","0.11","0.38","24.3","130","46","12",,,,"0","0","0","0","0","-6666","-6666","-6666","-5555","0","0","0","0.20","0.0","0.20","0.0"
"USC00413691","01-04","0.03","0.11","0.38","24.2","129","45","12",,,,"0","0","0","0","0","-6666","-6666","-6666","-5555","0","0","0","0.26","0.0","0.26","0.0"
"USC00413691","01-05","0.03","0.11","0.37","24.1","128","44","12",,,,"0","0","0","0","0","-6666","-6666","-6666","-5555","0","0","0","0.33","0.0","0.33","0.0"
"USC00413691","01-06","0.03","0.11","0.37","24.0","127","43","12",,,,"0","0","0","0","0","-6666","-6666","-6666","-5555","0","0","0","0.39","0.0","0.39","0.0"
"USC00413691","01-07","0.03","0.11","0.37","23.9","127","43","12",,,,"0","0","0","0","0","-6666","-6666","-6666","-5555","0","0","0","0.46","0.0","0.46","0.0"
"USC00413691","01-08","0.03","0.11","0.36","23.7","126","42","12",,,,"0","0","0","0","0","-6666","-6666","-6666","-5555","0","0","0","0.52","0.0","0.52","0.0"
"USC00413691","01-09","0.03","0.11","0.36","23.7","126","41","12",,,,"0","0","0","0","0","-6666","-6666","-6666","-5555","0","0","0","0.59","0.0","0.59","0.0"
"USC00413691","01-10","0.03","0.11","0.36","23.6","126","41","12",,,,"0","0","0","0","0",,,,"0","0","0","0","0.65","0.0","0.65","0.0"
"USC00413691","01-11","0.03","0.11","0.36","23.5","125","40","13",,,,"0","0","0","0","0",,,,"0","0","0","0","0.71","0.0","0.71","0.0"
"USC00413691","01-12","0.03","0.11","0.36","23.5","125","40","13",,,,"0","0","0","0","0",,,,"0","0","0","0","0.77","0.0","0.77","0.0"
"USC00413691","01-13","0.03","0.11","0.36","23.5","126","40","13",,,,"0","0","0","0","0",,,,"0","0","0","0","0.84","0.0","0.84","0.0"
"USC00413691","01-14","0.03","0.11","0.36","23.5","126","40","13",,,,"0","0","0","0","0",,,,"0","0","0","0","0.90","0.0","0.90","0.0"
"USC00413691","01-15","0.03","0.11","0.36","23.5","126","40","13",,,,"0","0","0","0","0",,,,"0","0","0","0","0.97","0.0","0.97","0.0"
"USC00413691","01-16","0.03","0.11","0.37","23.5","127","40","13",,,,"0","0","0","0","0",,,,"0","0","0","0","1.04","0.0","1.04","0.0"
"USC00413691","01-17","0.03","0.11","0.37","23.6","128","40","14","-6666","-6666","-6666","-5555","-5555","0","0","0",,,,"0","0","0","0","1.12","0.0","1.12","0.0"
"USC00413691","01-18","0.03","0.12","0.37","23.7","128","40","14","-6666","-6666","-6666","-5555","-5555","0","0","0",,,,"0","0","0","0","1.20","0.0","1.20","0.0"
"USC00413691","01-19","0.03","0.12","0.37","23.7","129","41","14","-6666","-6666","-6666","-5555","-5555","0","0","0",,,,"0","0","0","0","1.28","0.0","1.28","0.0"
"USC00413691","01-20","0.03","0.12","0.37","23.7","129","41","15","-6666","-6666","-6666","-5555","-5555","0","0","0","-6666","-6666","-6666","-5555","0","0","0","1.36","0.0","1.36","0.0"
"USC00413691","01-21","0.03","0.12","0.37","23.7","129","42","15","-6666","-6666","-6666","-5555","-5555","0","0","0","-6666","-6666","-6666","-5555","0","0","0","1.44","0.0","1.44","0.0"
"USC00413691","01-22","0.03","0.12","0.38","23.6","129","42","15","-6666","-6666","-6666","-5555","-5555","0","0","0","-6666","-6666","-6666","-5555","0","0","0","1.51","0.0","1.51","0.0"
"USC00413691","01-23","0.03","0.12","0.38","23.6","130","42","16","-6666","-6666","-6666","-5555","-5555","0","0","0","-6666","-6666","-6666","-5555","0","0","0","1.59","0.0","1.59","0.0"
"USC00413691","01-24","0.03","0.12","0.38","23.6","130","43","16","-6666","-6666","-6666","-5555","-5555","0","0","0","-6666","-6666","-6666","-5555","0","0","0","1.67","0.0","1.67","0.0"
"USC00413691","01-25","0.03","0.12","0.39","23.7","131","44","17","-6666","-6666","-6666","-5555","-5555","0","0","0","-6666","-6666","-6666","-5555","0","0","0","1.75","0.0","1.75","0.0"
"USC00413691","01-26","0.03","0.13","0.39","23.7","131","45","18","-6666","-6666","-6666","-5555","-5555","0","0","0","-6666","-6666","-6666","-5555","0","0","0","1.83","0.0","1.83","0.0"
"USC00413691","01-27","0.03","0.13","0.40","23.8","132","46","18","-6666","-6666","-6666","-5555","-5555","0","0","0","-6666","-6666","-6666","-5555","0","0","0","1.91","0.0","1.91","0.0"
"USC00413691","01-28","0.03","0.13","0.40","23.9","133","47","19","-6666","-6666","-6666","-5555","-5555","0","0","0","-6666","-6666","-6666","-5555","0","0","0","1.99","0.0","1.99","0.0"
"USC00413691","01-29","0.03","0.13","0.41","24.0","134","48","20","-6666","-6666","-6666","-5555","-5555","0","0","0","-6666","-6666","-6666","-5555","0","0","0","2.07","0.0","2.07","0.0"
"USC00413691","01-30","0.03","0.13","0.41","24.1","135","49","20","-6666","-6666","-6666","-5555","-5555","0","0","0","-6666","-6666","-6666","-5555","0","0","0","2.16","0.0","2.16","0.0"
"USC00413691","01-31","0.03","0.14","0.42","24.2","136","50","21","-6666","-6666","-6666","-5555","-5555","0","0","0","-6666","-6666","-6666","-5555","0","0","0","2.24","0.0","2.24","0.0"
"USC00412485","01-01",,,,,,,,,,,,,,,,,,,,,,,"0.01",,"0.01",
"USC00412485","01-02",,,,,,,,,,,,,,,,,,,,,,,"0.02",,"0.02",
"USC00412485","01-03",,,,,,,,,,,,,,,,,,,,,,,"0.02",,"0.02",
"USC00412485","01-04",,,,,,,,,,,,,,,,,,,,,,,"0.03",,"0.03",
"USC00412485","01-05",,,,,,,,,,,,,,,,,,,,,,,"0.04",,"0.04",
"USC00412485","01-06",,,,,,,,,,,,,,,,,,,,,,,"0.05",,"0.05",
"USC00412485","01-07",,,,,,,,,,,,,,,,,,,,,,,"0.05",,"0.05",
"USC00412485","01-08",,,,,,,,,,,,,,,,,,,,,,,"0.05",,"0.05",
"USC00412485","01-09",,,,,,,,,,,,,,,,,,,,,,,"0.06",,"0.06",
"USC00412485","01-10",,,,,,,,,,,,,,,,,,,,,,,"0.06",,"0.06",
"USC00412485","01-11",,,,,,,,,,,,,,,,,,,,,,,"0.06",,"0.06",
"USC00412485","01-12",,,,,,,,,,,,,,,,,,,,,,,"0.06",,"0.06",
"USC00412485","01-13",,,,,,,,,,,,,,,,,,,,,,,"0.06",,"0.06",
"USC00412485","01-14",,,,,,,,,,,,,,,,,,,,,,,"0.07",,"0.07",
"USC00412485","01-15",,,,,,,,,,,,,,,,,,,,,,,"0.08",,"0.08",
"USC00412485","01-16",,,,,,,,,,,,,,,,,,,,,,,"0.09",,"0.09",
"USC00412485","01-17",,,,,,,,,,,,,,,,,,,,,,,"0.11",,"0.11",
"USC00412485","01-18",,,,,,,,,,,,,,,,,,,,,,,"0.12",,"0.12",
"USC00412485","01-19",,,,,,,,,,,,,,,,,,,,,,,"0.13",,"0.13",
"USC00412485","01-20",,,,,,,,,,,,,,,,,,,,,,,"0.14",,"0.14",
"USC00412485","01-21",,,,,,,,,,,,,,,,,,,,,,,"0.17",,"0.17",
"USC00412485","01-22",,,,,,,,,,,,,,,,,,,,,,,"0.20",,"0.20",
"USC00412485","01-23",,,,,,,,,,,,,,,,,,,,,,,"0.22",,"0.22",
"USC00412485","01-24",,,,,,,,,,,,,,,,,,,,,,,"0.25",,"0.25",
"USC00412485","01-25",,,,,,,,,,,,,,,,,,,,,,,"0.27",,"0.27",
"USC00412485","01-26",,,,,,,,,,,,,,,,,,,,,,,"0.30",,"0.30",
"USC00412485","01-27",,,,,,,,,,,,,,,,,,,,,,,"0.32",,"0.32",
"USC00412485","01-28",,,,,,,,,,,,,,,,,,,,,,,"0.35",,"0.35",
"USC00412485","01-29",,,,,,,,,,,,,,,,,,,,,,,"0.39",,"0.39",
"USC00412485","01-30",,,,,,,,,,,,,,,,,,,,,,,"0.42",,"0.42",
"USC00412485","01-31",,,,,,,,,,,,,,,,,,,,,,,"0.45",,"0.45",
"USC00411033","01-01","-6666","-6666","-6666","7.7","45","8","0","-6666","-6666","-6666","10","6","2","1","0","-6666","-6666","-6666","4","1","0","0","0.01","0.0","0.01","0.0"
"USC00411033","01-02","-6666","-6666","-6666","7.6","45","8","0","-6666","-6666","-6666","10","6","2","1","0","-6666","-6666","-6666","4","1","0","0","0.03","0.0","0.03","0.0"
"USC00411033","01-03","-6666","-6666","-6666","7.6","44","8","0","-6666","-6666","-6666","10","6","2","1","0","-6666","-6666","-6666","4","1","0","0","0.04","0.0","0.04","0.0"
"USC00411033","01-04","-6666","-6666","-6666","7.5","44","8","0","-6666","-6666","-6666","10","6","2","1","0","-6666","-6666","-6666","4","1","1","0","0.06","0.0","0.06","0.0"
"USC00411033","01-05","-6666","-6666","-6666","7.4","44","8","0","-6666","-6666","-6666","11","6","2","1","0","-6666","-6666","-6666","5","1","1","1","0.07","0.0","0.07","0.0"
"USC00411033","01-06","-6666","-6666","-6666","7.4","44","8","0","-6666","-6666","-6666","11","6","3","2","0","-6666","-6666","-6666","5","2","1","1","0.09","0.0","0.09","0.0"
"USC00411033","01-07","-6666","-6666","-6666","7.3","44","8","0","-6666","-6666","-6666","11","6","3","2","0","-6666","-6666","-6666","5","2","1","1","0.10","0.0","0.10","0.0"
"USC00411033","01-08","-6666","-6666","-6666","7.3","44","8","0","-6666","-6666","-6666","11","6","3","2","0","-6666","-6666","-6666","5","2","2","1","0.12","0.0","0.12","0.0"
"USC00411033","01-09","-6666","-6666","-6666","7.3","44","8","0","-6666","-6666","-6666","11","6","3","2","0","-6666","-6666","-6666","6","3","2","2","0.13","0.0","0.13","0.0"
"USC00411033","01-10","-6666","-6666","-6666","7.2","44","8","0","-6666","-6666","-6666","11","7","3","2","0","-6666","-6666","-6666","6","3","3","2","0.14","0.0","0.14","0.0"
"USC00411033","01-11","-6666","-6666","-6666","7.2","44","8","0","-6666","-6666","-6666","11","7","4","2","0","-6666","-6666","-6666","7","4","4","2","0.15","0.0","0.15","0.0"
"USC00411033","01-12","-6666","-6666","-6666","7.2","44","8","0","-6666","-6666","-6666","11","7","4","3","1","-6666","-6666","-6666","7","4","4","2","0.16","0.0","0.16","0.0"
"USC00411033","01-13","-6666","-6666","-6666","7.2","43","8","1","-6666","-6666","-6666","12","7","4","3","1","-6666","-6666","-6666","8","5","5","3","0.17","0.0","0.17","0.0"
"USC00411033","01-14","-6666","-6666","-6666","7.1","43","8","1","-6666","-6666","-6666","12","7","4","3","1","-6666","-6666","-6666","9","6","6","3","0.19","0.0","0.19","0.0"
"USC00411033","01-15","-6666","-6666","-6666","7.1","43","8","1","-6666","-6666","-6666","12","7","4","3","1","-6666","-6666","-6666","9","6","6","3","0.20","0.0","0.20","0.0"
"USC00411033","01-16","-6666","-6666","-6666","7.2","43","8","1","-6666","-6666","-6666","12","7","4","3","1","-6666","-6666","-6666","10","7","7","3","0.22","0.0","0.22","0.0"
"USC00411033","01-17","-6666","-6666","-6666","7.2","43","8","1","-6666","-6666","-6666","12","7","5","4","1","-6666","-6666","-6666","11","8","8","4","0.24","0.0","0.24","0.0"
"USC00411033","01-18","-6666","-6666","-6666","7.2","43","8","1","-6666","-6666","-6666","12","7","5","4","1","-6666","-6666","-6666","12","9","9","4","0.25","0.0","0.25","0.0"
"USC00411033","01-19","-6666","-6666","-6666","7.2","43","8","1","-6666","-6666","-6666","12","7","5","4","1","-6666","-6666","-6666","13","10","9","4","0.27","0.0","0.27","0.0"
"USC00411033","01-20","-6666","-6666","-6666","7.2","43","8","1","-6666","-6666","-6666","12","8","5","4","1","-6666","-6666","-6666","14","10","10","4","0.29","0.0","0.29","0.0"
"USC00411033","01-21","-6666","-6666","-6666","7.3","44","9","1","-6666","-6666","-6666","12","8","6","4","1","-6666","-6666","-6666","15","11","11","5","0.30","0.0","0.30","0.0"
"USC00411033","01-22","-6666","-6666","-6666","7.3","44","9","1","-6666","-6666","-6666","12","7","5","4","1","-6666","-6666","-6666","16","12","12","5","0.32","0.0","0.32","0.0"
"USC00411033","01-23","-6666","-6666","-6666","7.4","44","9","1","-6666","-6666","-6666","12","7","5","4","1","-6666","-6666","-6666","17","13","12","5","0.34","0.1","0.34","0.1"
"USC00411033","01-24","-6666","-6666","-6666","7.4","45","9","1","-6666","-6666","-6666","12","7","5","4","1","-6666","-6666","-6666","19","14","13","6","0.35","0.1","0.35","0.1"
"USC00411033","01-25","-6666","-6666","-6666","7.5","45","9","1","-6666","-6666","-6666","12","7","5","4","1","-6666","-6666","-6666","20","14","14","6","0.37","0.1","0.37","0.1"
"USC00411033","01-26","-6666","-6666","-6666","7.6","46","9","1","-6666","-6666","-6666","12","7","5","4","1","-6666","-6666","-6666","21","15","15","6","0.39","0.1","0.39","0.1"
"USC00411033","01-27","-6666","-6666","-6666","7.7","46","9","1","-6666","-6666","-6666","12","7","5","4","1","-6666","-6666","-6666","23","16","15","6","0.41","0.1","0.41","0.1"
"USC00411033","01-28","-6666","-6666","-6666","7.8","47","9","1","-6666","-6666","-6666","12","7","5","4","1","-6666","-6666","-6666","24","17","16","7","0.43","0.1","0.43","0.1"
"USC00411033","01-29","-6666","-6666","-6666","7.8","47","10","1","-6666","-6666","-6666","12","7","5","4","1","-6666","-6666","-6666","25","18","17","7","0.44","0.1","0.44","0.1"
"USC00411033","01-30","-6666","-6666","-6666","7.9","48","9","1","-6666","-6666","-6666","12","7","5","4","1","-6666","-6666","-6666","26","18","17","7","0.46","0.1","0.46","0.1"
"USC00411033","01-31","-6666","-6666","-6666","8.0","48","9","1","-6666","-6666","-6666","12","7","5","4","1","-6666","-6666","-6666","27","19","18","7","0.48","0.1","0.48","0.1"
"USC00412361","01-01","0.02","0.04","0.13","12.6","40","6","2","-6666","-6666","-6666","1","1","0","0","0",,,,"0","0","0","0","0.02","0.0","0.02","0.0"
"USC00412361","01-02","0.02","0.04","0.13","12.8","40","7","2","-6666","-6666","-6666","1","1","0","0","0",,,,"0","0","0","0","0.03","0.0","0.03","0.0"
"USC00412361","01-03","0.02","0.04","0.13","13.0","40","7","3","-6666","-6666","-6666","1","1","0","0","0",,,,"0","0","0","0","0.05","0.0","0.05","0.0"
"USC00412361","01-04","0.02","0.04","0.13","13.1","40","8","3","-6666","-6666","-6666","1","1","0","0","0",,,,"0","0","0","0","0.08","0.0","0.08","0.0"
"USC00412361","01-05","0.02","0.04","0.14","13.2","40","8","3","-6666","-6666","-6666","1","1","0","0","0",,,,"0","0","0","0","0.10","0.0","0.10","0.0"
"USC00412361","01-06","0.02","0.04","0.14","13.3","40","8","3","-6666","-6666","-6666","2","2","0","0","0",,,,"0","0","0","0","0.12","0.0","0.12","0.0"
"USC00412361","01-07","0.02","0.04","0.15","13.4","41","9","3","-6666","-6666","-6666","2","2","0","0","0",,,,"0","0","0","0","0.14","0.0","0.14","0.0"
"USC00412361","01-08","0.02","0.04","0.15","13.5","41","10","3","-6666","-6666","-6666","2","2","0","0","0",,,,"0","0","0","0","0.16","0.0","0.16","0.0"
"USC00412361","01-09","0.02","0.04","0.16","13.6","42","10","3","-6666","-6666","-6666","2","2","0","0","0",,,,"0","0","0","0","0.17","0.0","0.17","0.0"
"USC00412361","01-10","0.02","0.04","0.16","13.7","43","11","3","-6666","-6666","-6666","2","2","0","0","0",,,,"0","0","0","0","0.19","0.0","0.19","0.0"
"USC00412361","01-11","0.02","0.05","0.17","13.8","44","11","3","-6666","-6666","-6666","2","2","0","0","0",,,,"0","0","0","0","0.21","0.0","0.21","0.0"
"USC00412361","01-12","0.02","0.05","0.18","14.0","45","12","3","-6666","-6666","-6666","2","2","0","0","0",,,,"0","0","0","0","0.23","0.0","0.23","0.0"
"USC00412361","01-13","0.02","0.05","0.18","14.1","46","13","3","-6666","-6666","-6666","2","2","0","0","0",,,,"0","0","0","0","0.25","0.0","0.25","0.0"
"USC00412361","01-14","0.02","0.05","0.19","14.2","46","13","3","-6666","-6666","-6666","3","3","0","0","0",,,,"0","0","0","0","0.27","0.0","0.27","0.0"
"USC00412361","01-15","0.02","0.05","0.19","14.3","47","14","3","-6666","-6666","-6666","3","3","0","0","0",,,,"0","0","0","0","0.30","0.0","0.30","0.0"
"USC00412361","01-16","0.02","0.05","0.19","14.4","48","14","3","-6666","-6666","-6666","3","3","0","0","0",,,,"0","0","0","0","0.32","0.0","0.32","0.0"
"USC00412361","01-17","0.02","0.05","0.19","14.4","48","15","3","-6666","-6666","-6666","3","3","0","0","0",,,,"0","0","0","0","0.35","0.0","0.35","0.0"
"USC00412361","01-18","0.02","0.05","0.19","14.4","48","15","3","-6666","-6666","-6666","3","3","0","0","0",,,,"0","0","0","0","0.37","0.0","0.37","0.0"
"USC00412361","01-19","0.02","0.05","0.19","14.4","48","15","3","-6666","-6666","-6666","3","3","0","0","0",,,,"0","0","0","0","0.40","0.0","0.40","0.0"
